call_addr,token_offset,token_hex,token_display,token_second,y,x,internal_code,layer_b,layer_c,body_solid,foot_solid,unknown
91413,26633,01 87,\x01\x87,135,bp-2c-1,bp+0a,0x0143,0x00,0x00,0,1,bpb-131
91444,26633,01 87,\x01\x87,135,bp-2c,bp+0a,0x0144,0x00,0x00,0,1,bpb-131
91494,26635,01 b6,\x01\xb6,182,bp-2c,bp+0a,0x02,0x02A9,0x00,0,0,bpb-131
91545,26637,01 c0,\x01\xc0,192,bp-2c-1,bp+0a,0x02BB,0x00,0x00,0,1,bpb-131
91576,26637,01 c0,\x01\xc0,192,bp-2c,bp+0a,0x02BC,0x00,0x00,0,1,bpb-131
91626,26639,01 88,\x01\x88,136,bp-2c,bp+0a,0x02,0x0159,0x00,0,0,bpb-131
91676,26641,01 89,\x01\x89,137,bp-2c,bp+0a,0x02,0x015A,0x00,0,0,bpb-131
91726,26643,01 8a,\x01\x8a,138,bp-2c,bp+0a,0x02,0x015B,0x00,0,0,bpb-131
91776,26645,01 a2,\x01\xa2,162,bp-2c,bp+0a,0x02,0x015C,0x00,0,1,bpb-131
91825,26647,01 c1,\x01\xc1,193,bp-2c,bp+0a,0x02BD,0x00,0x00,1,0,bpb-131
91874,26649,01 c2,\x01\xc2,194,bp-2c,bp+0a,0x02BE,0x00,0x00,1,0,bpb-131
91923,26651,01 c3,\x01\xc3,195,bp-2c,bp+0a,0x02BF,0x00,0x00,1,0,bpb-131
91972,26653,01 c4,\x01\xc4,196,bp-2c,bp+0a,0x02C0,0x00,0x00,1,0,bpb-131
92021,26655,01 c5,\x01\xc5,197,bp-2c,bp+0a,0x02C1,0x00,0x00,1,0,bpb-131
92070,26657,01 c6,\x01\xc6,198,bp-2c,bp+0a,0x02C2,0x00,0x00,1,0,bpb-131
92119,26659,01 c7,\x01\xc7,199,bp-2c,bp+0a,0x02C3,0x00,0x00,1,0,bpb-131
92168,26661,01 c8,\x01\xc8,200,bp-2c,bp+0a,0x02C4,0x00,0x00,1,0,bpb-131
92217,26663,01 c9,\x01\xc9,201,bp-2c,bp+0a,0x02C5,0x00,0x00,1,0,bpb-131
92267,26665,01 ca,\x01\xca,202,bp-2c,bp+0a,0x02,0x00,0x02C6,0,0,bpb-131
92317,26667,01 cb,\x01\xcb,203,bp-2c,bp+0a,0x6840,0x00,0x02C7,0,1,bpb-131
92367,26669,01 cc,\x01\xcc,204,bp-2c,bp+0a,0x6840,0x00,0x02C8,0,1,bpb-131
92417,26671,01 cd,\x01\xcd,205,bp-2c,bp+0a,0x6840,0x00,0x02C9,0,1,bpb-131
92467,26673,01 ce,\x01\xce,206,bp-2c,bp+0a,0x02,0x00,0x02CA,0,0,bpb-131
92517,26675,01 cf,\x01\xcf,207,bp-2c,bp+0a,0x02,0x00,0x02CB,0,0,bpb-131
92567,26677,01 d0,\x01\xd0,208,bp-2c,bp+0a,0x02,0x00,0x02CC,0,0,bpb-131
92619,26679,01 d1,\x01\xd1,209,bp-2c,bp+0a,0x02,0x00,0x00,0,0,bpb-131
92983,26681,01 d2,\x01\xd2,210,bp-2c-1,bp+0a-1,0xBF,0x00,0x00,0,1,bpb-131
93016,26681,01 d2,\x01\xd2,210,bp-2c,bp+0a-1,0xC0,0x00,0x00,0,1,bpb-131
93049,26681,01 d2,\x01\xd2,210,bp-2c-1,bp+0a,0xC3,0x00,0x00,0,0,bpb-131
93080,26681,01 d2,\x01\xd2,210,bp-2c,bp+0a,0xC4,0x00,0x00,0,0,bpb-131
93130,26683,01 d5,\x01\xd5,213,bp-2c,bp+0a,0x6840,0x02D1,0x00,0,1,bpb-131
93180,26685,01 d6,\x01\xd6,214,bp-2c,bp+0a,0x6840,0x02D2,0x00,0,1,bpb-131
93230,26687,01 d7,\x01\xd7,215,bp-2c,bp+0a,0x6840,0x02D3,0x00,0,1,bpb-131
93280,26689,01 d9,\x01\xd9,217,bp-2c,bp+0a,0x02,0x02D5,0x00,0,0,bpb-131
93330,26691,01 da,\x01\xda,218,bp-2c,bp+0a,0x6840,0x02D6,0x00,0,1,bpb-131
93380,26693,01 db,\x01\xdb,219,bp-2c,bp+0a,0x6840,0x02D7,0x00,0,1,bpb-131
93430,26695,01 dc,\x01\xdc,220,bp-2c,bp+0a,0x6840,0x02D8,0x00,0,1,bpb-131
93480,26697,01 dd,\x01\xdd,221,bp-2c,bp+0a,0x02,0x02D9,0x00,0,0,bpb-131
93530,26699,01 de,\x01\xde,222,bp-2c,bp+0a,0x6840,0x02DA,0x00,0,1,bpb-131
93579,26701,01 df,\x01\xdf,223,bp-2c,bp+0a,0xC9,0x00,0x00,0,1,bpb-131
93628,26703,01 e0,\x01\xe0,224,bp-2c,bp+0a,0xCA,0x00,0x00,0,1,bpb-131
93677,26705,01 e1,\x01\xe1,225,bp-2c,bp+0a,0xCB,0x00,0x00,0,1,bpb-131
93726,26707,01 e2,\x01\xe2,226,bp-2c,bp+0a,0xCD,0x00,0x00,0,0,bpb-131
93775,26709,01 e3,\x01\xe3,227,bp-2c,bp+0a,0xCE,0x00,0x00,0,0,bpb-131
93824,26711,01 e4,\x01\xe4,228,bp-2c,bp+0a,0xCF,0x00,0x00,0,0,bpb-131
93873,26713,01 21,\x01!,33,bp-2c,bp+0a,0x02EF,0x00,0x00,0,0,bpb-131
93923,26715,01 42,\x01B,66,bp-2c,bp+0a,0x6840,0x02F1,0x00,0,1,bpb-131
93972,26717,01 43,\x01C,67,bp-2c,bp+0a,0x02F3,0x00,0x00,1,0,bpb-131
94022,26719,01 46,\x01F,70,bp-2c,bp+0a,0x6840,0x02F4,0x00,1,0,bpb-131
94072,26721,01 4a,\x01J,74,bp-2c,bp+0a,0x6840,0x02F5,0x00,1,0,bpb-131
94121,26723,01 e5,\x01\xe5,229,bp-2c,bp+0a,0x02F6,0x00,0x00,1,0,bpb-131
94171,26725,01 e6,\x01\xe6,230,bp-2c,bp+0a,0x02,0x00,0x02F7,0,0,bpb-131
94221,26727,01 e7,\x01\xe7,231,bp-2c,bp+0a,0x02,0x00,0x02F8,0,0,bpb-131
94271,26729,01 e8,\x01\xe8,232,bp-2c,bp+0a,0x02,0x00,0x02F9,0,0,bpb-131
94321,26731,01 e9,\x01\xe9,233,bp-2c,bp+0a,0x02,0x00,0x02FA,0,0,bpb-131
94371,26733,01 ea,\x01\xea,234,bp-2c,bp+0a,0x02,0x00,0x02FB,0,0,bpb-131
94421,26735,01 eb,\x01\xeb,235,bp-2c,bp+0a,0x02,0x00,0x02FC,0,0,bpb-131
94471,26737,01 ec,\x01\xec,236,bp-2c,bp+0a,0x02,0x00,0x02FD,0,0,bpb-131
94522,26739,01 ed,\x01\xed,237,bp-2c-1,bp+0a,0xC7,0x00,0x00,0,1,bpb-131
94553,26739,01 ed,\x01\xed,237,bp-2c,bp+0a,0xC8,0x00,0x00,0,1,bpb-131
94604,26741,01 d8,\x01\xd8,216,bp-2c-1,bp+0a,0x010C,0x00,0x00,0,1,bpb-131
94635,26741,01 d8,\x01\xd8,216,bp-2c,bp+0a,0x010D,0x00,0x00,0,1,bpb-131
94689,26743,01 ee,\x01\xee,238,bp-2c,bp+0a,0x02,0x0108,0x00,0,1,bpb-131
94723,26743,01 ee,\x01\xee,238,bp-2c-1,bp+0a,0x02,0x0109,0x00,0,1,bpb-131
94755,26743,01 ee,\x01\xee,238,bp-2c,bp+0a,0x02,0x010A,0x00,0,1,bpb-131
94807,26745,01 ef,\x01\xef,239,bp-2c,bp+0a-1,0x02,0x0107,0x00,0,1,bpb-131
94839,26745,01 ef,\x01\xef,239,bp-2c,bp+0a,0x02,0x010B,0x00,0,0,bpb-131
94888,26747,01 f1,\x01\xf1,241,bp-2c,bp+0a,0x0307,0x00,0x00,1,0,bpb-131
94937,26749,01 f2,\x01\xf2,242,bp-2c,bp+0a,0x0308,0x00,0x00,1,0,bpb-131
94986,26751,01 f3,\x01\xf3,243,bp-2c,bp+0a,0x0309,0x00,0x00,1,0,bpb-131
95035,26753,01 f4,\x01\xf4,244,bp-2c,bp+0a,0x030A,0x00,0x00,1,0,bpb-131
95084,26755,01 f5,\x01\xf5,245,bp-2c,bp+0a,0x030B,0x00,0x00,1,0,bpb-131
95133,26757,01 f6,\x01\xf6,246,bp-2c,bp+0a,0x030C,0x00,0x00,1,0,bpb-131
95182,26759,01 f7,\x01\xf7,247,bp-2c,bp+0a,0x030D,0x00,0x00,1,0,bpb-131
95231,26761,01 f8,\x01\xf8,248,bp-2c,bp+0a,0x030E,0x00,0x00,1,0,bpb-131
95280,26763,01 f9,\x01\xf9,249,bp-2c,bp+0a,0x030F,0x00,0x00,1,0,bpb-131
95329,26765,01 fa,\x01\xfa,250,bp-2c,bp+0a,0x0310,0x00,0x00,1,0,bpb-131
95378,26767,01 fb,\x01\xfb,251,bp-2c,bp+0a,0x0311,0x00,0x00,1,0,bpb-131
95427,26769,01 fc,\x01\xfc,252,bp-2c,bp+0a,0x0312,0x00,0x00,1,0,bpb-131
95477,26771,01 fd,\x01\xfd,253,bp-2c,bp+0a,0x6840,0x0313,0x00,1,0,bpb-131
95526,26773,01 fe,\x01\xfe,254,bp-2c,bp+0a,0x0314,0x00,0x00,1,0,bpb-131
95576,26775,01 4c,\x01L,76,bp-2c,bp+0a,0x6840,0x0315,0x00,1,0,bpb-131
95626,26777,01 9f,\x01\x9f,159,bp-2c,bp+0a,0x6840,0x0317,0x00,1,0,bpb-131
95675,26779,01 a0,\x01\xa0,160,bp-2c,bp+0a,0x0318,0x00,0x00,1,0,bpb-131
95725,26781,01 a1,\x01\xa1,161,bp-2c,bp+0a,0x6840,0x0319,0x00,1,0,bpb-131
95775,26783,01 53,\x01S,83,bp-2c,bp+0a,0x02,0x00,0x0316,0,0,bpb-131
95832,26785,01 5a,\x01Z,90,bp-2c-1,bp+0a-1,0x02,0x031B,0x00,0,1,bpb-131
95866,26785,01 5a,\x01Z,90,bp-2c,bp+0a-1,0x02,0x031C,0x00,0,1,bpb-131
95900,26785,01 5a,\x01Z,90,bp-2c-1,bp+0a,0x02,0x031F,0x00,0,0,bpb-131
95932,26785,01 5a,\x01Z,90,bp-2c,bp+0a,0x02,0x0320,0x00,0,0,bpb-131
95984,26787,01 a7,\x01\xa7,167,bp-2c,bp+0a,0x02,0x00,0x00,0,0,bpb-131
96344,26789,01 62,\x01b,98,bp-2c,bp+0a,0x02,0x00,0x00,0,0,bpb-131
96749,26791,01 59,\x01Y,89,bp-2c,bp+0a,0x02,0x00,0x00,0,0,bpb-131
